taxid,name_old,name_new
240249,Mycobacterium sp. PX3.15,Mycobacterium sp. PX3.15
240803,Mycobacterium sp. KNUC92,Mycobacterium sp. KNUC92
242067,Mycobacterium sp. 'Bavariae',Mycobacterium sp. 'Bavariae'
242737,Mycobacterium neglectum,Mycobacterium neglectum
242835,Mycobacterium sp. 030203A,Mycobacterium sp. 030203A
242836,Mycobacterium sp. NIPHL130302,Mycobacterium sp. NIPHL130302
243061,Mycobacterium sherrisii,Mycobacterium sherrisii
243149,Mycobacterium sp. LC6,Mycobacterium sp. LC6
243243,Mycobacterium avium 104,Mycobacterium avium 104
243253,Mycobacterium sp. Mc2,Mycobacterium sp. Mc2
243254,Mycobacterium sp. Mc3,Mycobacterium sp. Mc3
243255,Mycobacterium sp. Mc4,Mycobacterium sp. Mc4
243256,Mycobacterium sp. Mc5,Mycobacterium sp. Mc5
243257,Mycobacterium sp. Mc6,Mycobacterium sp. Mc6
243906,Mycobacterium sp. MH1,Mycobacterium sp. MH1
244292,Mycobacterium nebraskense,Mycobacterium nebraskense
244343,Mycobacterium sp. GWS-BW-H50M,Mycobacterium sp. GWS-BW-H50M
244344,Mycobacterium sp. GWS-BW-H82M,Mycobacterium sp. GWS-BW-H82M
246196,Mycobacterium smegmatis str. MC2 155,Mycolicibacterium smegmatis MC2 155
247015,Mycobacterium sp. E1455,Mycobacterium sp. E1455
247025,Mycobacterium sp. M-JY3,Mycobacterium sp. M-JY3
248319,Mycobacterium sp. PAH2.135,Mycobacterium sp. PAH2.135
249771,Mycobacterium sp. 410E12,Mycobacterium sp. 410E12
250208,Mycobacterium sp. 428D11,Mycobacterium sp. 428D11
250267,Mycobacterium sp. 431D01,Mycobacterium sp. 431D01
250273,Mycobacterium sp. 431D07,Mycobacterium sp. 431D07
254480,Mycobacterium sp. J313,Mycobacterium sp. J313
255503,Mycobacterium sp. Nepal-1,Mycobacterium sp. Nepal-1
255504,Mycobacterium sp. Nepal-2,Mycobacterium sp. Nepal-2
255505,Mycobacterium sp. Nepal-3,Mycobacterium sp. Nepal-3
257286,Mycobacterium sp. FI95228,Mycobacterium sp. FI95228
257287,Mycobacterium sp. FI02014,Mycobacterium sp. FI02014
257288,Mycobacterium sp. FI03020,Mycobacterium sp. FI03020
257289,Mycobacterium sp. FI01273,Mycobacterium sp. FI01273
257290,Mycobacterium sp. FI00295,Mycobacterium sp. FI00295
258442,Mycobacterium sp. Y2,Mycobacterium sp. Y2
258505,Mycobacterium fluoranthenivorans,Mycolicibacterium fluoranthenivorans
258533,Mycobacterium cosmeticum,Mycolicibacterium cosmeticum
258708,Mycobacterium sp. SOL 803,Mycobacterium sp. SOL 803
260120,Mycobacterium phage U2,Mycobacterium phage U2
260345,Mycobacterium sp. P5,Mycobacterium sp. P5
260351,Mycobacterium sp. Y1,Mycobacterium sp. Y1
260408,Mycobacterium sp. GIC5,Mycobacterium sp. GIC5
260930,Mycobacterium sp. EM3,Mycobacterium sp. EM3
261524,Mycobacterium liflandii,Mycobacterium liflandii
262002,Mycobacterium sp. FI02027,Mycobacterium sp. FI02027
262010,Mycobacterium sp. FI00111,Mycobacterium sp. FI00111
262316,Mycobacterium avium subsp. paratuberculosis K-10,Mycobacterium avium subsp. paratuberculosis K-10
263548,Mycobacterium sp. M156,Mycobacterium sp. M156
264461,Mycobacterium sp. DLC22,Mycobacterium sp. DLC22
265949,Mycobacterium pseudoshottsii,Mycobacterium pseudoshottsii
265950,Mycobacterium sp. 'variant MS670',Mycobacterium sp. 'variant MS670'
265951,Mycobacterium sp. 'variant MS430',Mycobacterium sp. 'variant MS430'
265952,Mycobacterium sp. 'variant MS398',Mycobacterium sp. 'variant MS398'
265953,Mycobacterium sp. 'variant MS122',Mycobacterium sp. 'variant MS122'
265954,Mycobacterium sp. 'MCRO 8 variant MS140',Mycobacterium sp. 'MCRO 8 variant MS140'
265955,Mycobacterium sp. 'MCRO 6 variant MS360',Mycobacterium sp. 'MCRO 6 variant MS360'
265956,Mycobacterium sp. 'MCRO 33 variant MS552',Mycobacterium sp. 'MCRO 33 variant MS552'
265957,Mycobacterium sp. 'MCRO 24 variant VM929',Mycobacterium sp. 'MCRO 24 variant VM929'
265958,Mycobacterium sp. 'variant VM872',Mycobacterium sp. 'variant VM872'
266764,Mycobacterium sp. G1368,Mycobacterium sp. G1368
266932,Mycobacterium sp. 25m,Mycobacterium sp. 25m
267999,Mycobacterium sp. Nepal-4,Mycobacterium sp. Nepal-4
269419,Mycobacterium sp. E569,Mycobacterium sp. E569
271039,Mycobacterium sp. a,Mycobacterium sp. a
271040,Mycobacterium sp. b,Mycobacterium sp. b
271041,Mycobacterium sp. c1,Mycobacterium sp. c1
271042,Mycobacterium sp. c2,Mycobacterium sp. c2
271043,Mycobacterium sp. c4,Mycobacterium sp. c4
271044,Mycobacterium sp. d,Mycobacterium sp. d
271045,Mycobacterium sp. e,Mycobacterium sp. e
271046,Mycobacterium sp. f,Mycobacterium sp. f
271047,Mycobacterium sp. g,Mycobacterium sp. g
271048,Mycobacterium sp. i,Mycobacterium sp. i
271049,Mycobacterium sp. j,Mycobacterium sp. j
271050,Mycobacterium sp. k,Mycobacterium sp. k
271466,Mycobacterium sp. M-JY1,Mycobacterium sp. M-JY1
271467,Mycobacterium sp. M-JY2,Mycobacterium sp. M-JY2
271468,Mycobacterium sp. M-JY4,Mycobacterium sp. M-JY4
271469,Mycobacterium sp. M-JY5,Mycobacterium sp. M-JY5
271470,Mycobacterium sp. M-JY6,Mycobacterium sp. M-JY6
271471,Mycobacterium sp. M-JY7,Mycobacterium sp. M-JY7
271472,Mycobacterium sp. M-JY8,Mycobacterium sp. M-JY8
271473,Mycobacterium sp. M-JY9,Mycobacterium sp. M-JY9
271474,Mycobacterium sp. M-JY10,Mycobacterium sp. M-JY10
271475,Mycobacterium sp. M-JY11,Mycobacterium sp. M-JY11
271476,Mycobacterium sp. M-JY12,Mycobacterium sp. M-JY12
272631,Mycobacterium leprae TN,Mycobacterium leprae TN
278054,Mycobacterium sp. Thai3,Mycobacterium sp. Thai3
278055,Mycobacterium sp. Thai4,Mycobacterium sp. Thai4
278137,Mycobacterium gilvum Spyr1,Mycolicibacterium gilvum Spyr1
278138,Mycobacterium sp. Spyr3,Mycobacterium sp. Spyr3
278988,Mycobacterium sp. MHP-1,Mycobacterium sp. MHP-1
279273,Mycobacterium sp. ATCC 35788,Mycobacterium sp. ATCC 35788
280626,Mycobacterium sp. 1 SUN M2,Mycobacterium sp. 1 SUN M2
280783,Mycobacterium sp. CHTN-E,Mycobacterium sp. CHTN-E
280860,Mycobacterium sp. MG1,Mycobacterium sp. MG1
280861,Mycobacterium sp. MG2,Mycobacterium sp. MG2
280862,Mycobacterium sp. MG3,Mycobacterium sp. MG3
280863,Mycobacterium sp. MG4,Mycobacterium sp. MG4
280864,Mycobacterium sp. MG5,Mycobacterium sp. MG5
280865,Mycobacterium sp. MG6,Mycobacterium sp. MG6
280866,Mycobacterium sp. MG7,Mycobacterium sp. MG7
280867,Mycobacterium sp. MG8,Mycobacterium sp. MG8
280868,Mycobacterium sp. MG9,Mycobacterium sp. MG9
280869,Mycobacterium sp. MG10,Mycobacterium sp. MG10
280870,Mycobacterium sp. MG11,Mycobacterium sp. MG11
280871,Mycobacterium llatzerense,Mycolicibacterium llatzerense
280878,Mycobacterium sp. MG19,Mycobacterium sp. MG19
280879,Mycobacterium sp. MG20,Mycobacterium sp. MG20
282077,Mycobacterium sp. P101,Mycobacterium sp. P101
282403,Mycobacterium savoniae,Mycobacterium savoniae
282404,Mycobacterium kuopiense,Mycobacterium kuopiense
283017,Mycobacterium sp. CIPT 140070001,Mycobacterium sp. CIPT 140070001
283018,Mycobacterium sp. CIPT 140070002,Mycobacterium sp. CIPT 140070002
283019,Mycobacterium sp. CIPT 140070003,Mycobacterium sp. CIPT 140070003
283020,Mycobacterium sp. CIPT 140070005,Mycobacterium sp. CIPT 140070005
283021,Mycobacterium sp. CIPT 19980863,Mycobacterium sp. CIPT 19980863
283022,Mycobacterium sp. CIPT 140070007,Mycobacterium sp. CIPT 140070007
283205,Mycobacterium sp. THO100,Mycobacterium sp. THO100
283978,Mycobacterium sp. 1371,Mycobacterium sp. 1371
285354,Mycobacterium sp. HXN-1500,Mycobacterium sp. HXN-1500
287027,Mycobacterium sp. S132,Mycobacterium sp. S132
287028,Mycobacterium sp. GKPS,Mycobacterium sp. GKPS
287029,Mycobacterium sp. S115,Mycobacterium sp. S115
287030,Mycobacterium sp. S119A,Mycobacterium sp. S119A
287031,Mycobacterium sp. S188,Mycobacterium sp. S188
287032,Mycobacterium sp. S175,Mycobacterium sp. S175
287033,Mycobacterium sp. S160,Mycobacterium sp. S160
287034,Mycobacterium sp. S133,Mycobacterium sp. S133
287035,Mycobacterium sp. S209,Mycobacterium sp. S209
287036,Mycobacterium sp. S72,Mycobacterium sp. S72
287037,Mycobacterium sp. S78,Mycobacterium sp. S78
288999,Mycobacterium sp. R-22838,Mycobacterium sp. R-22838
289008,Mycobacterium sp. R-23262,Mycobacterium sp. R-23262
290103,Mycobacterium sp. NK0301,Mycobacterium sp. NK0301
291170,Mycobacterium sp. PYR GCK,Mycobacterium sp. PYR GCK
292462,Mycobacterium florentinum,Mycobacterium florentinum
293891,Mycobacterium sp. M-JY13,Mycobacterium sp. M-JY13
293892,Mycobacterium sp. M-JY14,Mycobacterium sp. M-JY14
296072,Mycobacterium sp. AHi45,Mycobacterium sp. AHi45
296073,Mycobacterium sp. AMi2,Mycobacterium sp. AMi2
296074,Mycobacterium sp. AMi8,Mycobacterium sp. AMi8
296076,Mycobacterium sp. F13,Mycobacterium sp. F13
296077,Mycobacterium sp. F24,Mycobacterium sp. F24
296078,Mycobacterium sp. F41,Mycobacterium sp. F41
296079,Mycobacterium sp. F42,Mycobacterium sp. F42
296080,Mycobacterium sp. F148,Mycobacterium sp. F148
296081,Mycobacterium sp. H28,Mycobacterium sp. H28
296718,Mycobacterium sp. FI02139,Mycobacterium sp. FI02139
299191,Mycobacterium sp. SRB1948-F08,Mycobacterium sp. SRB1948-F08
299399,Mycobacterium sp. #11,Mycobacterium sp. #11
300864,Mycobacterium sp. 4BR14,Mycobacterium sp. 4BR14
300866,Mycobacterium sp. 5BR6,Mycobacterium sp. 5BR6
300869,Mycobacterium sp. 6BR2,Mycobacterium sp. 6BR2
300870,Mycobacterium sp. 6BR15,Mycobacterium sp. 6BR15
305243,Mycobacteriaceae bacterium Ellin7177,Mycobacteriaceae bacterium Ellin7177
305244,Mycobacteriaceae bacterium Ellin5409,Mycobacteriaceae bacterium Ellin5409
305245,Mycobacteriaceae bacterium Ellin7001,Mycobacteriaceae bacterium Ellin7001
305246,Mycobacteriaceae bacterium Ellin7005,Mycobacteriaceae bacterium Ellin7005
305247,Mycobacteriaceae bacterium Ellin7017,Mycobacteriaceae bacterium Ellin7017
305248,Mycobacteriaceae bacterium Ellin7018,Mycobacteriaceae bacterium Ellin7018
305249,Mycobacteriaceae bacterium Ellin7019,Mycobacteriaceae bacterium Ellin7019
305250,Mycobacteriaceae bacterium Ellin7022,Mycobacteriaceae bacterium Ellin7022
305251,Mycobacteriaceae bacterium Ellin7023,Mycobacteriaceae bacterium Ellin7023
305252,Mycobacteriaceae bacterium Ellin7029,Mycobacteriaceae bacterium Ellin7029
305253,Mycobacteriaceae bacterium Ellin7030,Mycobacteriaceae bacterium Ellin7030
305254,Mycobacteriaceae bacterium Ellin7031,Mycobacteriaceae bacterium Ellin7031
305255,Mycobacteriaceae bacterium Ellin7032,Mycobacteriaceae bacterium Ellin7032
305256,Mycobacteriaceae bacterium Ellin7033,Mycobacteriaceae bacterium Ellin7033
305257,Mycobacteriaceae bacterium Ellin7036,Mycobacteriaceae bacterium Ellin7036
305258,Mycobacteriaceae bacterium Ellin7039,Mycobacteriaceae bacterium Ellin7039
305259,Mycobacteriaceae bacterium Ellin7040,Mycobacteriaceae bacterium Ellin7040
305260,Mycobacteriaceae bacterium Ellin7041,Mycobacteriaceae bacterium Ellin7041
305261,Mycobacteriaceae bacterium Ellin7044,Mycobacteriaceae bacterium Ellin7044
305262,Mycobacteriaceae bacterium Ellin7049,Mycobacteriaceae bacterium Ellin7049
305263,Mycobacteriaceae bacterium Ellin7052,Mycobacteriaceae bacterium Ellin7052
305264,Mycobacteriaceae bacterium Ellin7053,Mycobacteriaceae bacterium Ellin7053
305265,Mycobacteriaceae bacterium Ellin7054,Mycobacteriaceae bacterium Ellin7054
305266,Mycobacteriaceae bacterium Ellin7055,Mycobacteriaceae bacterium Ellin7055
305267,Mycobacteriaceae bacterium Ellin7057,Mycobacteriaceae bacterium Ellin7057
305268,Mycobacteriaceae bacterium Ellin7058,Mycobacteriaceae bacterium Ellin7058
305269,Mycobacteriaceae bacterium Ellin7059,Mycobacteriaceae bacterium Ellin7059
305270,Mycobacteriaceae bacterium Ellin7061,Mycobacteriaceae bacterium Ellin7061
305271,Mycobacteriaceae bacterium Ellin7063,Mycobacteriaceae bacterium Ellin7063
305272,Mycobacteriaceae bacterium Ellin7064,Mycobacteriaceae bacterium Ellin7064
305273,Mycobacteriaceae bacterium Ellin7066,Mycobacteriaceae bacterium Ellin7066
305274,Mycobacteriaceae bacterium Ellin7067,Mycobacteriaceae bacterium Ellin7067
305275,Mycobacteriaceae bacterium Ellin7070,Mycobacteriaceae bacterium Ellin7070
305276,Mycobacteriaceae bacterium Ellin7083,Mycobacteriaceae bacterium Ellin7083
305277,Mycobacteriaceae bacterium Ellin7086,Mycobacteriaceae bacterium Ellin7086
305278,Mycobacteriaceae bacterium Ellin7087,Mycobacteriaceae bacterium Ellin7087
305279,Mycobacteriaceae bacterium Ellin7092,Mycobacteriaceae bacterium Ellin7092
305280,Mycobacteriaceae bacterium Ellin7093,Mycobacteriaceae bacterium Ellin7093
305281,Mycobacteriaceae bacterium Ellin7095,Mycobacteriaceae bacterium Ellin7095
305282,Mycobacteriaceae bacterium Ellin7096,Mycobacteriaceae bacterium Ellin7096
305283,Mycobacteriaceae bacterium Ellin7100,Mycobacteriaceae bacterium Ellin7100
305284,Mycobacteriaceae bacterium Ellin7101,Mycobacteriaceae bacterium Ellin7101
305285,Mycobacteriaceae bacterium Ellin7104,Mycobacteriaceae bacterium Ellin7104
305286,Mycobacteriaceae bacterium Ellin7117,Mycobacteriaceae bacterium Ellin7117
305287,Mycobacteriaceae bacterium Ellin7131,Mycobacteriaceae bacterium Ellin7131
305288,Mycobacteriaceae bacterium Ellin7138,Mycobacteriaceae bacterium Ellin7138
305289,Mycobacteriaceae bacterium Ellin7139,Mycobacteriaceae bacterium Ellin7139
305290,Mycobacteriaceae bacterium Ellin7234,Mycobacteriaceae bacterium Ellin7234
305291,Mycobacteriaceae bacterium Ellin7236,Mycobacteriaceae bacterium Ellin7236
308034,Mycobacterium sp. K228YA,Mycobacterium sp. K228YA
308372,Mycobacterium sp. MAIS-35,Mycobacterium sp. MAIS-35
310016,Mycobacterium sp. GWS-BW-H16,Mycobacterium sp. GWS-BW-H16
312292,Mycobacterium sp. Y10,Mycobacterium sp. Y10
312293,Mycobacterium sp. Y12,Mycobacterium sp. Y12
312860,Mycobacterium sp. SH2005-1,Mycobacterium sp. SH2005-1
312861,Mycobacterium sp. SH2005-2,Mycobacterium sp. SH2005-2
312862,Mycobacterium sp. Y7,Mycobacterium sp. Y7
312863,Mycobacterium sp. BS,Mycobacterium sp. BS
312865,Mycobacterium sp. BE,Mycobacterium sp. BE
314095,Mycobacterium sp. BC,Mycobacterium sp. BC
314096,Mycobacterium sp. Y3,Mycobacterium sp. Y3
314562,Mycobacterium sp. BQ,Mycobacterium sp. BQ
314676,Mycobacterium sp. T1US1,Mycobacterium sp. T1US1
314720,Mycobacterium sp. BW,Mycobacterium sp. BW
314721,Mycobacterium sp. BD,Mycobacterium sp. BD
315475,Mycobacterium sp. BA,Mycobacterium sp. BA
315476,Mycobacterium sp. BF,Mycobacterium sp. BF
315481,Mycobacterium sp. K128WA,Mycobacterium sp. K128WA
318424,Mycobacterium rufum,Mycolicibacterium rufum
318425,Mycobacterium aromaticivorans,Mycolicibacterium aromaticivorans
319705,Mycobacterium abscessus subsp. bolletii,Mycobacteroides abscessus subsp. bolletii
319706,Mycobacterium phocaicum,Mycolicibacterium phocaicum
319707,Mycobacterium aubagnense,Mycolicibacterium aubagnense
319709,Mycobacterium barrassiae,Mycobacterium barrassiae
324058,Mycobacterium alsense,Mycobacterium alsense
327870,Mycobacterium sp. ORS 1481,Mycobacterium sp. ORS 1481
332012,Mycobacterium sp. FI05038,Mycobacterium sp. FI05038
332013,Mycobacterium sp. FI05167,Mycobacterium sp. FI05167
332014,Mycobacterium sp. FI05158,Mycobacterium sp. FI05158
332621,Mycobacterium sp. CH-2,Mycobacterium sp. CH-2
336982,Mycobacterium tuberculosis F11,Mycobacterium tuberculosis F11
337279,Mycobacterium sp. SRB1151-113,Mycobacterium sp. SRB1151-113
337281,Mycobacterium sp. SRB1948-E04,Mycobacterium sp. SRB1948-E04
338064,Mycobacterium sp. X1,Mycobacterium sp. X1
338779,Mycobacterium sp. CP-2,Mycobacterium sp. CP-2
338780,Mycobacterium sp. CG-1,Mycobacterium sp. CG-1
339268,Mycobacterium colombiense,Mycobacterium colombiense
339672,Mycobacterium sp. FI-06215,Mycobacterium sp. FI-06215
339673,Mycobacterium sp. FI05198,Mycobacterium sp. FI05198
339674,Mycobacterium sp. FI05244,Mycobacterium sp. FI05244
339675,Mycobacterium sp. FI05209,Mycobacterium sp. FI05209
340176,Mycobacterium sp. IIPS5,Mycobacterium sp. IIPS5
342002,Mycobacterium arupense,Mycolicibacter arupensis
344984,Mycobacterium jacuzzii,Mycobacterium jacuzzii
345442,Mycobacterium sp. K128W,Mycobacterium sp. K128W
345443,Mycobacterium sp. K137W,Mycobacterium sp. K137W
345444,Mycobacterium sp. K328W,Mycobacterium sp. K328W
345445,Mycobacterium sp. O228YA,Mycobacterium sp. O228YA
345446,Mycobacterium sp. K128Y,Mycobacterium sp. K128Y
345447,Mycobacterium sp. K228Y,Mycobacterium sp. K228Y
345448,Mycobacterium sp. K337W,Mycobacterium sp. K337W
345449,Mycobacterium sp. K337Y1,Mycobacterium sp. K337Y1
345450,Mycobacterium sp. O228Y,Mycobacterium sp. O228Y
345451,Mycobacterium sp. K328YA,Mycobacterium sp. K328YA
345846,Mycobacterium sp. HH2,Mycobacterium sp. HH2
348776,Mycobacterium tuberculosis C,Mycobacterium tuberculosis C
350054,Mycobacterium gilvum PYR-GCK,Mycolicibacterium gilvum PYR-GCK
350058,Mycobacterium vanbaalenii PYR-1,Mycolicibacterium vanbaalenii PYR-1
350818,Mycobacterium sp. DM-11,Mycobacterium sp. DM-11
354243,Mycobacterium kumamotonense,Mycolicibacter kumamotonensis
355266,Mycobacterium sp. L47,Mycobacterium sp. L47
356775,Mycobacterium sp. 1GVN05,Mycobacterium sp. 1GVN05
356776,Mycobacterium sp. 2FBB05,Mycobacterium sp. 2FBB05
358313,Mycobacterium sp. 21ND21,Mycobacterium sp. 21ND21
361690,Mycobacterium sp. Nepal-5,Mycobacterium sp. Nepal-5
362242,Mycobacterium ulcerans Agy99,Mycobacterium ulcerans Agy99
366340,Mycobacterium sp. CHNTR34,Mycobacterium sp. CHNTR34
368455,Mycobacterium piscinum,Mycobacterium piscinum
368477,Mycobacterium yunnanensis,Mycobacterium yunnanensis
370311,Mycobacterium sp. Inje LM NTM05-66,Mycobacterium sp. Inje LM NTM05-66
370312,Mycobacterium sp. Inje LM NTM05-67,Mycobacterium sp. Inje LM NTM05-67
370313,Mycobacterium sp. Inje LM NTM05-68,Mycobacterium sp. Inje LM NTM05-68
370524,Mycobacterium pallens,Mycolicibacterium pallens
370526,Mycobacterium rutilum,Mycolicibacterium rutilum
372664,Mycobacterium sp. FI-02205,Mycobacterium sp. FI-02205
372666,Mycobacterium sp. FI-05334,Mycobacterium sp. FI-05334
373037,Mycobacterium sp. H2-5,Mycobacterium sp. H2-5
373038,Mycobacterium sp. TY-6,Mycobacterium sp. TY-6
373380,Mycobacterium sp. A14N,Mycobacterium sp. A14N
373404,Mycobacterium phage Catera,Mycobacterium phage Catera
373406,Mycobacterium phage Cooper,Mycobacterium phage Cooper
373407,Mycobacterium virus Halo,Mycobacterium virus Halo
373408,Mycobacterium virus Llij,Mycobacterium virus Llij
373409,Mycobacterium phage Orion,Mycobacterium phage Orion
373410,Mycobacterium phage PBI1,Mycobacterium phage PBI1
373411,Mycobacterium phage PLot,Mycobacterium phage PLot
373412,Mycobacterium virus PMC,Mycobacterium virus PMC
373413,Mycobacterium phage Pipefish,Mycobacterium phage Pipefish
373414,Mycobacterium phage Qyrzula,Mycobacterium phage Qyrzula
373415,Mycobacterium phage Wildcat,Mycobacterium phage Wildcat
376940,Mycobacterium sp. R-23265,Mycobacterium sp. R-23265
376941,Mycobacterium sp. R-23067,Mycobacterium sp. R-23067
378586,Mycobacterium sp. CNJ823 PL04,Mycobacterium sp. CNJ823 PL04
378587,Mycobacterium sp. CNJ836 PL04,Mycobacterium sp. CNJ836 PL04
378588,Mycobacterium sp. CNJ859 PL04,Mycobacterium sp. CNJ859 PL04
378589,Mycobacterium sp. CNJ862 PL04,Mycobacterium sp. CNJ862 PL04
378590,Mycobacterium sp. CNJ879 PL04,Mycobacterium sp. CNJ879 PL04
378591,Mycobacterium sp. CNJ881 PL04,Mycobacterium sp. CNJ881 PL04
378592,Mycobacterium sp. CNJ910 PL04,Mycobacterium sp. CNJ910 PL04
382631,Mycobacterium sp. Nepal-6,Mycobacterium sp. Nepal-6
382632,Mycobacterium sp. Nepal-7,Mycobacterium sp. Nepal-7
382633,Mycobacterium sp. Nepal-8,Mycobacterium sp. Nepal-8
382634,Mycobacterium sp. Nepal-9,Mycobacterium sp. Nepal-9
382635,Mycobacterium sp. Nepal-10,Mycobacterium sp. Nepal-10
382636,Mycobacterium sp. Nepal-11,Mycobacterium sp. Nepal-11
382637,Mycobacterium sp. Nepal-12,Mycobacterium sp. Nepal-12
384218,Mycobacteriaceae bacterium KVD-1894-11,Mycobacteriaceae bacterium KVD-1894-11
384219,Mycobacteriaceae bacterium KVD-unk-22,Mycobacteriaceae bacterium KVD-unk-22
384220,Mycobacteriaceae bacterium KVD-unk-29,Mycobacteriaceae bacterium KVD-unk-29
385481,Mycobacterium sp. N12,Mycobacterium sp. N12
386909,Mycobacterium sp. FI-06034,Mycobacterium sp. FI-06034
386911,Mycobacterium seoulense,Mycobacterium seoulense
386913,Mycobacterium senuense,Mycolicibacter senuensis
