taxid,name_old,name_new
504167,Mycobacterium sp. Environmental_417,Mycobacterium sp. Environmental_417
508726,Mycobacterium sp. 18 GUW,Mycobacterium sp. 18 GUW
508727,Mycobacterium sp. 20 GUW,Mycobacterium sp. 20 GUW
509080,Mycobacterium sp. KNF001,Mycobacterium sp. KNF001
512402,Mycobacterium heraklionense,Mycolicibacter heraklionensis
513226,Mycobacterium sp. S5,Mycobacterium sp. S5
515615,Mycobacterium tuberculosis 94_M4241A,Mycobacterium tuberculosis 94_M4241A
515616,Mycobacterium tuberculosis 02_1987,Mycobacterium tuberculosis 02_1987
515617,Mycobacterium tuberculosis T92,Mycobacterium tuberculosis T92
515982,Mycobacterium phage BPs,Mycobacterium phage BPs
519759,Mycobacterium sp. 2-6,Mycobacterium sp. 2-6
520140,Mycobacterium tuberculosis EAS054,Mycobacterium tuberculosis EAS054
520141,Mycobacterium tuberculosis T85,Mycobacterium tuberculosis T85
521802,Mycobacterium sp. AKB-2008-TA6A,Mycobacterium sp. AKB-2008-TA6A
521803,Mycobacterium sp. AKB-2008-ES10,Mycobacterium sp. AKB-2008-ES10
523036,Mycobacterium sp. BF4c,Mycobacterium sp. BF4c
523090,Mycobacterium sp. BF4b,Mycobacterium sp. BF4b
523091,Mycobacterium sp. BF5b,Mycobacterium sp. BF5b
523498,Mycobacterium sp. MOLA 520,Mycobacterium sp. MOLA 520
525368,Mycobacterium parascrofulaceum ATCC BAA-614,Mycobacterium parascrofulaceum ATCC BAA-614
525592,Mycobacterium sp. ZY067,Mycobacterium sp. ZY067
528321,Mycobacterium phage Adjutor,Mycobacterium phage Adjutor
528563,Mycobacterium sp. VIMS L30,Mycobacterium sp. VIMS L30
528564,Mycobacterium sp. VIMS L41,Mycobacterium sp. VIMS L41
528565,Mycobacterium sp. VIMS R15,Mycobacterium sp. VIMS R15
528566,Mycobacterium sp. VIMS R21,Mycobacterium sp. VIMS R21
528567,Mycobacterium sp. VIMS R63,Mycobacterium sp. VIMS R63
529759,Mycobacteria-E.coli shuttle probe vector pMC210,Mycobacteria-E.coli shuttle probe vector pMC210
529760,Mycobacterial Differential Expression Vector pMFA21,Mycobacterial Differential Expression Vector pMFA21
529761,Mycobacterial Differential Expression Vector pMFA31,Mycobacterial Differential Expression Vector pMFA31
529762,Mycobacterial Differential Expression Vector pMFA41,Mycobacterial Differential Expression Vector pMFA41
529763,Mycobacterial Expression Vector pMFA11,Mycobacterial Expression Vector pMFA11
531313,Mycobacterium sp. XN10-17,Mycobacterium sp. XN10-17
531830,Mycobacterium sp. 1761,Mycobacterium sp. 1761
531831,Mycobacterium sp. 1764,Mycobacterium sp. 1764
531832,Mycobacterium sp. 1773,Mycobacterium sp. 1773
531833,Mycobacterium sp. 1775,Mycobacterium sp. 1775
531834,Mycobacterium sp. 1776,Mycobacterium sp. 1776
531835,Mycobacterium sp. 1781,Mycobacterium sp. 1781
531836,Mycobacterium sp. 1791,Mycobacterium sp. 1791
531837,Mycobacterium sp. 1794,Mycobacterium sp. 1794
531838,Mycobacterium sp. 1797,Mycobacterium sp. 1797
535975,Mycobacterium sp. 1777,Mycobacterium sp. 1777
537209,Mycobacterium tuberculosis GM 1503,Mycobacterium tuberculosis GM 1503
537210,Mycobacterium tuberculosis T17,Mycobacterium tuberculosis T17
539604,Mycobacterium sp. FS-YC6709,Mycobacterium sp. FS-YC6709
539605,Mycobacterium sp. VC-YC6668,Mycobacterium sp. VC-YC6668
539606,Mycobacterium sp. VC-YC6670,Mycobacterium sp. VC-YC6670
540064,Mycobacterium phage DD5,Mycobacterium phage DD5
543152,Mycobacterium phage Nigel,Mycobacterium phage Nigel
543153,Mycobacterium phage Predator,Mycobacterium phage Predator
545021,Mycobacterium sp. 05FL-2-54A,Mycobacterium sp. 05FL-2-54A
545022,Mycobacterium sp. 05FL-2-70A,Mycobacterium sp. 05FL-2-70A
545023,Mycobacterium sp. 05FL-30-1K,Mycobacterium sp. 05FL-30-1K
545024,Mycobacterium sp. 05FL-43-159LA,Mycobacterium sp. 05FL-43-159LA
545025,Mycobacterium sp. 05FL-43-178KC,Mycobacterium sp. 05FL-43-178KC
545026,Mycobacterium sp. 05FL-43-187KA,Mycobacterium sp. 05FL-43-187KA
545027,Mycobacterium sp. 05FL-43-212A,Mycobacterium sp. 05FL-43-212A
545028,Mycobacterium sp. 05FL-43-5KA,Mycobacterium sp. 05FL-43-5KA
545029,Mycobacterium sp. 05FL-43-86A,Mycobacterium sp. 05FL-43-86A
545030,Mycobacterium sp. 05FL-49-186A,Mycobacterium sp. 05FL-49-186A
545031,Mycobacterium sp. 05FL-49-189A,Mycobacterium sp. 05FL-49-189A
545032,Mycobacterium sp. 05FL-49-233B,Mycobacterium sp. 05FL-49-233B
545033,Mycobacterium sp. 05FL-49-237A,Mycobacterium sp. 05FL-49-237A
545034,Mycobacterium sp. 05FL-49-245KA,Mycobacterium sp. 05FL-49-245KA
545035,Mycobacterium sp. 05FL-49-258B,Mycobacterium sp. 05FL-49-258B
545036,Mycobacterium sp. 05FL-49-265B,Mycobacterium sp. 05FL-49-265B
545037,Mycobacterium sp. 05FL-49-265KA,Mycobacterium sp. 05FL-49-265KA
545038,Mycobacterium sp. 06FL-1-2A,Mycobacterium sp. 06FL-1-2A
545039,Mycobacterium sp. 06FL-1-5B-1,Mycobacterium sp. 06FL-1-5B-1
545040,Mycobacterium sp. 06FL-12-7,Mycobacterium sp. 06FL-12-7
545041,Mycobacterium sp. FL02-74-101,Mycobacterium sp. FL02-74-101
545042,Mycobacterium sp. FL03-22-3y,Mycobacterium sp. FL03-22-3y
545043,Mycobacterium sp. FL03-60-326A,Mycobacterium sp. FL03-60-326A
545044,Mycobacterium sp. FL03-71-205:207C,Mycobacterium sp. FL03-71-205:207C
545045,Mycobacterium sp. FL03-89-6B,Mycobacterium sp. FL03-89-6B
545046,Mycobacterium sp. FL04-23-N47C,Mycobacterium sp. FL04-23-N47C
545047,Mycobacterium sp. FL04-42-151SpA,Mycobacterium sp. FL04-42-151SpA
545048,Mycobacterium sp. FL04-42-158A,Mycobacterium sp. FL04-42-158A
545049,Mycobacterium sp. FL04-42-15B,Mycobacterium sp. FL04-42-15B
545050,Mycobacterium sp. FL04-5-253F,Mycobacterium sp. FL04-5-253F
545051,Mycobacterium sp. FL04-58-32A,Mycobacterium sp. FL04-58-32A
545052,Mycobacterium sp. FL04-58-70A,Mycobacterium sp. FL04-58-70A
545053,Mycobacterium sp. FL04-60-11A,Mycobacterium sp. FL04-60-11A
545054,Mycobacterium sp. FL04-60-213LA,Mycobacterium sp. FL04-60-213LA
545055,Mycobacterium sp. FL04-60-260B,Mycobacterium sp. FL04-60-260B
545056,Mycobacterium sp. FL04-60-264A,Mycobacterium sp. FL04-60-264A
545057,Mycobacterium sp. FL04-60-4B,Mycobacterium sp. FL04-60-4B
545058,Mycobacterium sp. FL04-60-7A,Mycobacterium sp. FL04-60-7A
545059,Mycobacterium sp. FL04-60-84LA,Mycobacterium sp. FL04-60-84LA
545060,Mycobacterium sp. FL04-68-5LA,Mycobacterium sp. FL04-68-5LA
546182,Mycobacterium virus Boomer,Mycobacterium virus Boomer
546184,Mycobacterium phage Phaedrus,Mycobacterium phage Phaedrus
546395,Mycobacterium sp. FZ-4,Mycobacterium sp. FZ-4
546803,Mycobacterium phage Cali,Mycobacterium phage Cali
546805,Mycobacterium phage Myrna,Mycobacterium phage Myrna
546806,Mycobacterium phage Rizal,Mycobacterium phage Rizal
546807,Mycobacterium phage ScottMcG,Mycobacterium phage ScottMcG
546808,Mycobacterium phage Spud,Mycobacterium phage Spud
547099,Mycobacterium sp. FS-YC6689,Mycobacterium sp. FS-YC6689
547163,Mycobacterium vulneris,Mycolicibacterium vulneris
553229,Mycobacterium sp. L30,Mycobacterium sp. L30
553230,Mycobacterium sp. L41,Mycobacterium sp. L41
553231,Mycobacterium sp. R21,Mycobacterium sp. R21
553232,Mycobacterium sp. R63,Mycobacterium sp. R63
553481,Mycobacterium avium subsp. avium ATCC 25291,Mycobacterium avium subsp. avium ATCC 25291
555461,Mycobacterium tuberculosis '98-R604 INH-RIF-EM',Mycobacterium tuberculosis '98-R604 INH-RIF-EM'
555603,Mycobacterium phage Solon,Mycobacterium phage Solon
556106,Mycobacterium sp. WPCB170,Mycobacterium sp. WPCB170
557599,Mycobacterium kansasii ATCC 12478,Mycobacterium kansasii ATCC 12478
560555,Mycobacterium mantenii,Mycobacterium mantenii
561007,Mycobacterium abscessus ATCC 19977,Mycobacteroides abscessus ATCC 19977
561275,Mycobacterium bovis BCG str. Tokyo 172,Mycobacterium tuberculosis variant bovis BCG str. Tokyo 172
561304,Mycobacterium leprae Br4923,Mycobacterium leprae Br4923
561997,Mycobacterium phage Butterscotch,Mycobacterium phage Butterscotch
561998,Mycobacterium phage Gumball,Mycobacterium phage Gumball
561999,Mycobacterium phage Troll4,Mycobacterium phage Troll4
562551,Mycobacterium sp. IK1_18P,Mycobacterium sp. IK1_18P
563119,Mycobacterium virus Fruitloop,Mycobacterium virus Fruitloop
563121,Mycobacterium phage Konstantine,Mycobacterium phage Konstantine
563122,Mycobacterium virus Pacc40,Mycobacterium virus Pacc40
563123,Mycobacterium virus Ramsey,Mycobacterium virus Ramsey
563124,Mycobacterium phage Chah,Mycobacterium phage Chah
564198,Mycobacterium bacteremicum,Mycolicibacterium bacteremicum
566017,Mycobacterium sp. YIM 65220,Mycobacterium sp. YIM 65220
566492,Mycobacterium sp. 06-027344,Mycobacterium sp. 06-027344
566493,Mycobacterium sp. 06-029014,Mycobacterium sp. 06-029014
566494,Mycobacterium sp. 06-029015,Mycobacterium sp. 06-029015
566495,Mycobacterium sp. 06-029016,Mycobacterium sp. 06-029016
570104,Mycobacterium sp. JAMSTEC34,Mycobacterium sp. JAMSTEC34
570105,Mycobacterium sp. JAMSTEC35,Mycobacterium sp. JAMSTEC35
570106,Mycobacterium sp. JAMSTEC37,Mycobacterium sp. JAMSTEC37
572282,Mycobacterium sp. K5-16,Mycobacterium sp. K5-16
572418,Mycobacterium africanum GM041182,Mycobacterium tuberculosis variant africanum GM041182
574203,Mycobacterium sp. FI-03099,Mycobacterium sp. FI-03099
574204,Mycobacterium sp. FI-06114,Mycobacterium sp. FI-06114
574350,Mycobacterium sp. FI-08008,Mycobacterium sp. FI-08008
574351,Mycobacterium sp. FI-08037,Mycobacterium sp. FI-08037
574352,Mycobacterium sp. FI-08119,Mycobacterium sp. FI-08119
574353,Mycobacterium sp. FI-08125,Mycobacterium sp. FI-08125
574571,Mycobacterium sp. GN-9680,Mycobacterium sp. GN-9680
577492,Mycobacterium paraterrae,Mycobacterium paraterrae
578353,Mycobacterium sp. IFP2009,Mycobacterium sp. IFP2009
579336,Mycobacterium sp. MS-F-40,Mycobacterium sp. MS-F-40
582412,Mycobacterium sp. GN-10546,Mycobacterium sp. GN-10546
582413,Mycobacterium sp. GN-10643,Mycobacterium sp. GN-10643
582414,Mycobacterium sp. GN-10827,Mycobacterium sp. GN-10827
582415,Mycobacterium sp. GN-9188,Mycobacterium sp. GN-9188
588821,Mycobacterium sp. GR-1516-15743,Mycobacterium sp. GR-1516-15743
588822,Mycobacterium sp. GR-2001-270,Mycobacterium sp. GR-2001-270
588823,Mycobacterium sp. GR-2005-124,Mycobacterium sp. GR-2005-124
589556,Mycobacterium sp. GR-2002-583,Mycobacterium sp. GR-2002-583
589557,Mycobacterium sp. GR-2007-210,Mycobacterium sp. GR-2007-210
589558,Mycobacterium sp. GR-2009-164,Mycobacterium sp. GR-2009-164
590605,Mycobacterium sp. DCY42,Mycobacterium sp. DCY42
590606,Mycobacterium sp. DCY47,Mycobacterium sp. DCY47
590652,Mycobacterium paraseoulense,Mycobacterium paraseoulense
591487,Mycobacterium phage Phlyer,Mycobacterium phage Phlyer
591822,Mycobacterium sp. RB3-12B,Mycobacterium sp. RB3-12B
591823,Mycobacterium sp. RB3-9B,Mycobacterium sp. RB3-9B
592684,Mycobacterium sp. YIM 61609,Mycobacterium sp. YIM 61609
593245,Mycobacterium tuberculosis 10403-1,Mycobacterium tuberculosis 10403-1
593246,Mycobacterium tuberculosis 10403-10,Mycobacterium tuberculosis 10403-10
593247,Mycobacterium tuberculosis 10403-11,Mycobacterium tuberculosis 10403-11
593248,Mycobacterium tuberculosis 10403-4,Mycobacterium tuberculosis 10403-4
593249,Mycobacterium tuberculosis 10403-7,Mycobacterium tuberculosis 10403-7
593250,Mycobacterium tuberculosis 10403-8,Mycobacterium tuberculosis 10403-8
593251,Mycobacterium tuberculosis 11105-2,Mycobacterium tuberculosis 11105-2
593252,Mycobacterium tuberculosis 11105-3,Mycobacterium tuberculosis 11105-3
593253,Mycobacterium tuberculosis 15304-1B,Mycobacterium tuberculosis 15304-1B
593254,Mycobacterium tuberculosis 15304-3A,Mycobacterium tuberculosis 15304-3A
593255,Mycobacterium tuberculosis 6404-1B,Mycobacterium tuberculosis 6404-1B
593256,Mycobacterium tuberculosis 6404-3B,Mycobacterium tuberculosis 6404-3B
593257,Mycobacterium tuberculosis 6404-A1,Mycobacterium tuberculosis 6404-A1
593258,Mycobacterium tuberculosis 7404-1,Mycobacterium tuberculosis 7404-1
593259,Mycobacterium tuberculosis 7604-2,Mycobacterium tuberculosis 7604-2
593260,Mycobacterium tuberculosis 7604-4,Mycobacterium tuberculosis 7604-4
593261,Mycobacterium tuberculosis 7904-1,Mycobacterium tuberculosis 7904-1
593262,Mycobacterium tuberculosis 7904-2,Mycobacterium tuberculosis 7904-2
593263,Mycobacterium tuberculosis 8104-1C,Mycobacterium tuberculosis 8104-1C
593264,Mycobacterium tuberculosis 8104-2A,Mycobacterium tuberculosis 8104-2A
593468,Mycobacterium sp. E103,Mycobacterium sp. E103
593469,Mycobacterium sp. E34,Mycobacterium sp. E34
593470,Mycobacterium sp. E5,Mycobacterium sp. E5
594610,Mycobacterium sp. enrichment culture clone 11S_1,Mycobacterium sp. enrichment culture clone 11S_1
594611,Mycobacterium sp. enrichment culture clone 11S_3,Mycobacterium sp. enrichment culture clone 11S_3
594612,Mycobacterium sp. enrichment culture clone 11S_6,Mycobacterium sp. enrichment culture clone 11S_6
594613,Mycobacterium sp. enrichment culture clone 4S_1,Mycobacterium sp. enrichment culture clone 4S_1
594614,Mycobacterium sp. enrichment culture clone 4S_2,Mycobacterium sp. enrichment culture clone 4S_2
594615,Mycobacterium sp. enrichment culture clone 4S_3,Mycobacterium sp. enrichment culture clone 4S_3
594616,Mycobacterium sp. enrichment culture clone 4S_4,Mycobacterium sp. enrichment culture clone 4S_4
595680,Mycobacterium sp. enrichment culture clone 'DGGE gel band B5',Mycobacterium sp. enrichment culture clone 'DGGE gel band B5'
595681,Mycobacterium sp. enrichment culture clone 'DGGE gel band P5',Mycobacterium sp. enrichment culture clone 'DGGE gel band P5'
597355,Mycobacterium sp. CH1,Mycobacterium sp. CH1
598615,Mycobacterium sp. RS-2,Mycobacterium sp. RS-2
598637,Mycobacterium sp. RS-40,Mycobacterium sp. RS-40
598643,Mycobacterium sp. RS-47,Mycobacterium sp. RS-47
599671,Mycobacterium sp. BALT-12-S17,Mycobacterium sp. BALT-12-S17
604320,Mycobacterium sp. OS3-92,Mycobacterium sp. OS3-92
607700,Mycobacterium sp. GN-11124,Mycobacterium sp. GN-11124
611302,Mycobacterium tuberculosis T46,Mycobacterium tuberculosis T46
611303,Mycobacterium tuberculosis CPHL_A,Mycobacterium tuberculosis CPHL_A
611304,Mycobacterium africanum K85,Mycobacterium tuberculosis variant africanum K85
620852,Mycobacterium sp. byf-4,Mycobacterium sp. byf-4
620982,Mycobacterium sp. T126,Mycobacterium sp. T126
623985,Mycobacterium sp. UST050418-280,Mycobacterium sp. UST050418-280
624386,Mycobacterium sp. IMER-B1-17,Mycobacterium sp. IMER-B1-17
624387,Mycobacterium sp. IMER-B2-27,Mycobacterium sp. IMER-B2-27
627089,Mycobacterium simulans,Mycobacterium simulans
627604,Mycobacterium sp. NLA000202017,Mycobacterium sp. NLA000202017
627680,Mycobacterium aquiterrae,Mycobacterium aquiterrae
629523,Mycobacterium sp. A24MG23,Mycobacterium sp. A24MG23
629529,Mycobacterium sp. A24MTL,Mycobacterium sp. A24MTL
632138,Mycobacterium sp. GN-10803,Mycobacterium sp. GN-10803
633295,Mycobacterium sp. b208r,Mycobacterium sp. b208r
634955,Mycobacterium tuberculosis str. Beijing/W BT1,Mycobacterium tuberculosis str. Beijing/W BT1
642769,Mycobacterium sp. Sco-B08,Mycobacterium sp. Sco-B08
645268,Mycobacterium sp. TB0540/2008,Mycobacterium sp. TB0540/2008
648938,Mycobacterium sp. BP:C2:TW,Mycobacterium sp. BP:C2:TW
648939,Mycobacterium sp. EBP:P19:RCS,Mycobacterium sp. EBP:P19:RCS
648940,Mycobacterium sp. EBP:P20:LCS,Mycobacterium sp. EBP:P20:LCS
648941,Mycobacterium sp. EBP:P2:CS,Mycobacterium sp. EBP:P2:CS
648942,Mycobacterium sp. EBP:P7:LCL,Mycobacterium sp. EBP:P7:LCL
648943,Mycobacterium sp. EBP:P7:RCL,Mycobacterium sp. EBP:P7:RCL
649688,Mycobacterium phage Angel,Mycobacterium phage Angel
652616,Mycobacterium tuberculosis str. Erdman = ATCC 35801,Mycobacterium tuberculosis str. Erdman = ATCC 35801
654448,Mycobacterium sp. P54,Mycobacterium sp. P54
659019,Mycobacterium tuberculosis W-148,Mycobacterium tuberculosis W-148
659824,Mycobacterium hippocampi,Mycolicibacterium hippocampi
660941,Mycobacterium sp. S028,Mycobacterium sp. S028
660942,Mycobacterium sp. S048,Mycobacterium sp. S048
660943,Mycobacterium sp. S056,Mycobacterium sp. S056
660944,Mycobacterium sp. S060,Mycobacterium sp. S060
660945,Mycobacterium sp. S061,Mycobacterium sp. S061
660946,Mycobacterium sp. S088,Mycobacterium sp. S088
660947,Mycobacterium sp. S095,Mycobacterium sp. S095
660948,Mycobacterium sp. S103,Mycobacterium sp. S103
660949,Mycobacterium sp. S151,Mycobacterium sp. S151
660950,Mycobacterium sp. mycS050,Mycobacterium sp. mycS050
662329,Mycobacterium sp. RD334,Mycobacterium sp. RD334
663553,Mycobacterium phage Colbert,Mycobacterium phage Colbert
663554,Mycobacterium phage ET08,Mycobacterium phage ET08
663555,Mycobacterium phage Hope,Mycobacterium phage Hope
663556,Mycobacterium phage LRRHood,Mycobacterium phage LRRHood
663558,Mycobacterium phage Puhltonio,Mycobacterium phage Puhltonio
663560,Mycobacterium phage UncleHowie,Mycobacterium phage UncleHowie
663886,Mycobacterium tuberculosis KZN R506,Mycobacterium tuberculosis KZN R506
663887,Mycobacterium tuberculosis KZN V2475,Mycobacterium tuberculosis KZN V2475
668339,Mycobacterium tuberculosis 00_1695,Mycobacterium tuberculosis 00_1695
668340,Mycobacterium tuberculosis 11821_03,Mycobacterium tuberculosis 11821_03
668341,Mycobacterium tuberculosis 4783_04,Mycobacterium tuberculosis 4783_04
668342,Mycobacterium tuberculosis 5444_04,Mycobacterium tuberculosis 5444_04
668343,Mycobacterium tuberculosis 91_0079,Mycobacterium tuberculosis 91_0079
668344,Mycobacterium tuberculosis 95_0545,Mycobacterium tuberculosis 95_0545
668345,Mycobacterium tuberculosis 98_1833,Mycobacterium tuberculosis 98_1833
668346,Mycobacterium tuberculosis GM_0981,Mycobacterium tuberculosis GM_0981
668347,Mycobacterium tuberculosis K100,Mycobacterium tuberculosis K100
668348,Mycobacterium tuberculosis M4100A,Mycobacterium tuberculosis M4100A
668349,Mycobacterium tuberculosis T67,Mycobacterium tuberculosis T67
668350,Mycobacterium tuberculosis T83,Mycobacterium tuberculosis T83
669465,Mycobacterium bovis str. Ravenel,Mycobacterium tuberculosis variant bovis str. Ravenel
670516,Mycobacterium chelonae group,Mycobacteroides
670803,Mycobacterium sp. 2000-301020,Mycobacterium sp. 2000-301020
670804,Mycobacterium sp. 2000-301223,Mycobacterium sp. 2000-301223
673277,Mycobacterium sp. MI-6.3 U3,Mycobacterium sp. MI-6.3 U3
673283,Mycobacterium sp. MI-6.3 U306,Mycobacterium sp. MI-6.3 U306
673284,Mycobacterium sp. MI-6.3 U12,Mycobacterium sp. MI-6.3 U12
673291,Mycobacterium sp. MI-5.1 P25,Mycobacterium sp. MI-5.1 P25
673309,Mycobacteriaceae bacterium MI-6.3 U19,Mycobacteriaceae bacterium MI-6.3 U19
674677,Mycobacterium sp. Z0-YC6831,Mycobacterium sp. Z0-YC6831
674678,Mycobacterium sp. Z1-YC6847,Mycobacterium sp. Z1-YC6847
674974,Mycobacterium sp. P50,Mycobacterium sp. P50
675512,Mycobacterium tuberculosis SUMu001,Mycobacterium tuberculosis SUMu001
675513,Mycobacterium tuberculosis SUMu002,Mycobacterium tuberculosis SUMu002
675514,Mycobacterium tuberculosis SUMu003,Mycobacterium tuberculosis SUMu003
675515,Mycobacterium tuberculosis SUMu004,Mycobacterium tuberculosis SUMu004
675516,Mycobacterium tuberculosis SUMu005,Mycobacterium tuberculosis SUMu005
675517,Mycobacterium tuberculosis SUMu006,Mycobacterium tuberculosis SUMu006
675518,Mycobacterium tuberculosis SUMu007,Mycobacterium tuberculosis SUMu007
675519,Mycobacterium tuberculosis SUMu008,Mycobacterium tuberculosis SUMu008
675520,Mycobacterium tuberculosis SUMu009,Mycobacterium tuberculosis SUMu009
675521,Mycobacterium tuberculosis SUMu010,Mycobacterium tuberculosis SUMu010
675522,Mycobacterium tuberculosis SUMu011,Mycobacterium tuberculosis SUMu011
675523,Mycobacterium tuberculosis SUMu012,Mycobacterium tuberculosis SUMu012
679562,Mycobacterium sp. KFR-168,Mycobacterium sp. KFR-168
679563,Mycobacterium sp. KMR-183,Mycobacterium sp. KMR-183
685506,Mycobacterium virus Ardmore,Mycobacterium virus Ardmore
686405,Mycobacterium sp. BHUMY01,Mycobacterium sp. BHUMY01
686670,Mycobacterium sp. GR-4208,Mycobacterium sp. GR-4208
687443,Mycobacterium tuberculosis KL2801,Mycobacterium tuberculosis KL2801
687444,Mycobacterium tuberculosis KL2802,Mycobacterium tuberculosis KL2802
687445,Mycobacterium tuberculosis KL2803,Mycobacterium tuberculosis KL2803
687446,Mycobacterium tuberculosis KL2825,Mycobacterium tuberculosis KL2825
687447,Mycobacterium tuberculosis KL2826,Mycobacterium tuberculosis KL2826
687448,Mycobacterium tuberculosis KL2827,Mycobacterium tuberculosis KL2827
687449,Mycobacterium tuberculosis KL2849,Mycobacterium tuberculosis KL2849
687450,Mycobacterium tuberculosis KL2850,Mycobacterium tuberculosis KL2850
687451,Mycobacterium tuberculosis KL2851,Mycobacterium tuberculosis KL2851
687452,Mycobacterium tuberculosis MC2_6020,Mycobacterium tuberculosis MC2_6020
692196,Mycobacterium sp. SAUK6058,Mycobacterium sp. SAUK6058
693408,Mycobacterium sp. Asan 35609,Mycobacterium sp. Asan 35609
693409,Mycobacterium sp. Asan 35644,Mycobacterium sp. Asan 35644
693410,Mycobacterium sp. Asan 37680,Mycobacterium sp. Asan 37680
693411,Mycobacterium sp. Asan 37845,Mycobacterium sp. Asan 37845
693412,Mycobacterium sp. Asan 37889,Mycobacterium sp. Asan 37889
693413,Mycobacterium sp. Asan 37990,Mycobacterium sp. Asan 37990
697579,Mycobacterium sp. 6926/08,Mycobacterium sp. 6926/08
700508,Mycobacterium neoaurum VKM Ac-1815D,Mycolicibacterium neoaurum VKM Ac-1815D
701041,Mycobacterium bouchedurhonense,Mycobacterium bouchedurhonense
701042,Mycobacterium marseillense,Mycobacterium marseillense
701043,Mycobacterium timonense,Mycobacterium timonense
701180,Mycobacterium sp. GN-12419,Mycobacterium sp. GN-12419
701454,Mycobacterium phage Fang,Mycobacterium phage Fang
701455,Mycobacterium phage Scoot17C,Mycobacterium phage Scoot17C
701456,Mycobacterium phage SkiPole,Mycobacterium phage SkiPole
701666,Mycobacterium sp. HP-R7,Mycobacterium sp. HP-R7
705340,Mycobacterium sp. DLS-78,Mycobacterium sp. DLS-78
707234,Mycobacterium tuberculosis CTRI-1,Mycobacterium tuberculosis CTRI-1
707235,Mycobacterium tuberculosis CTRI-2,Mycobacterium tuberculosis CTRI-2
707236,Mycobacterium tuberculosis CTRI-3,Mycobacterium tuberculosis CTRI-3
707237,Mycobacterium tuberculosis CTRI-4,Mycobacterium tuberculosis CTRI-4
710421,Mycobacterium chubuense NBB4,Mycolicibacterium chubuense NBB4
710685,Mycobacterium rhodesiae NBB3,Mycolicibacterium rhodesiae NBB3
710687,Mycobacterium tusciae JS617,Mycolicibacterium tusciae JS617
711470,Mycobacterium phage RedRock,Mycobacterium phage RedRock
714078,Mycobacterium sp. 20537,Mycobacterium sp. 20537
714079,Mycobacterium sp. 20612A,Mycobacterium sp. 20612A
714552,Mycobacterium sp. enrichment culture clone TD-YWB,Mycobacterium sp. enrichment culture clone TD-YWB
715302,Mycobacterium sp. GR-4483,Mycobacterium sp. GR-4483
716824,Mycobacterium sp. SK-73,Mycobacterium sp. SK-73
717522,Mycobacterium bovis BCG str. Mexico,Mycobacterium tuberculosis variant bovis BCG str. Mexico
717546,Mycobacterium sp. NLA000901128,Mycobacterium sp. NLA000901128
717549,Mycobacterium sp. MSZ23t,Mycobacterium sp. MSZ23t
717661,Mycobacterium sp. C43a,Mycobacterium sp. C43a
722731,Mycobacterium shigaense,Mycobacterium shigaense
723879,Mycobacterium algericum DSM 45454,Mycolicibacter algericus DSM 45454
741159,Mycobacterium sp. 27F,Mycobacterium sp. 27F
741160,Mycobacterium sp. 27R,Mycobacterium sp. 27R
742056,Mycobacterium sp. NJS-1,Mycobacterium sp. NJS-1
742057,Mycobacterium sp. NJS-P,Mycobacterium sp. NJS-P
742383,Mycobacterium sp. JMT1908,Mycobacterium sp. JMT1908
742384,Mycobacterium sp. JMT1916,Mycobacterium sp. JMT1916
742688,Mycobacterium sp. NL-JvIW-001,Mycobacterium sp. NL-JvIW-001
744326,Mycobacterium sp. 01-Gi-005,Mycobacterium sp. 01-Gi-005
744327,Mycobacterium sp. 05-Be-043,Mycobacterium sp. 05-Be-043
745115,Mycobacterium sp. HCS-7025,Mycobacterium sp. HCS-7025
746707,Mycobacterium tuberculosis LAM7,Mycobacterium tuberculosis LAM7
747078,Mycobacterium tuberculosis H37Rv_2009,Mycobacterium tuberculosis H37Rv_2009
747367,Mycobacterium tuberculosis HN878,Mycobacterium tuberculosis HN878
747368,Mycobacterium tuberculosis X122,Mycobacterium tuberculosis X122
747369,Mycobacterium tuberculosis R1207,Mycobacterium tuberculosis R1207
748225,Mycobacterium tuberculosis NJT210GTG,Mycobacterium tuberculosis NJT210GTG
748226,Mycobacterium tuberculosis 210_8C1,Mycobacterium tuberculosis 210_8C1
748227,Mycobacterium tuberculosis 210_8C6,Mycobacterium tuberculosis 210_8C6
748228,Mycobacterium tuberculosis 210_16C10,Mycobacterium tuberculosis 210_16C10
748229,Mycobacterium tuberculosis 210_32C4,Mycobacterium tuberculosis 210_32C4
748230,Mycobacterium tuberculosis 210_4C15,Mycobacterium tuberculosis 210_4C15
748231,Mycobacterium tuberculosis 210_4C15_16C1,Mycobacterium tuberculosis 210_4C15_16C1
748232,Mycobacterium tuberculosis 210_4C15_16C1_48C1,Mycobacterium tuberculosis 210_4C15_16C1_48C1
748233,Mycobacterium tuberculosis 210_4C15_16C1_48C2,Mycobacterium tuberculosis 210_4C15_16C1_48C2
748234,Mycobacterium tuberculosis 210_4C15_16C1_56C1,Mycobacterium tuberculosis 210_4C15_16C1_56C1
748235,Mycobacterium tuberculosis 210_4C15_16C1_56C2,Mycobacterium tuberculosis 210_4C15_16C1_56C2
748236,Mycobacterium tuberculosis 210_4C31,Mycobacterium tuberculosis 210_4C31
748237,Mycobacterium tuberculosis 210_4C31_16C1,Mycobacterium tuberculosis 210_4C31_16C1
